Test run for 90 minutes of runtime, approximately one full orbit for most LEO sats.

CPU

	11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz

	Base speed:	3.00 GHz
	Sockets:	1
	Cores:	2
	Logical processors:	4
	Virtualization:	Enabled
	L1 cache:	160 KB
	L2 cache:	2.5 MB
	L3 cache:	6.0 MB

Total sats: 16978
TIME 0.0
TIME 0.1
...
TIME 5399.800000002113
TIME 5399.900000002113

         961071828 function calls (960701551 primitive calls) in 3883.942 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2913.363 2913.363 3883.947 3883.947 satEvol.py:1(<module>)
      128    0.000    0.000    0.003    0.000 arrayobj.py:64(make_array)
      546    0.000    0.000    0.001    0.000 shape_base.py:451(<listcomp>)
      421    0.000    0.000    0.000    0.000 old_models.py:500(<listcomp>)
     3123    0.000    0.000    0.000    0.000 path.py:223(codes)
       39    0.000    0.000    0.001    0.000 dis.py:434(findlabels)
      307    0.000    0.000    0.003    0.000 dylib.py:15(add_symbol)
      842    0.000    0.000    0.001    0.000 sre_compile.py:619(isstring)
     1884    0.000    0.000    0.000    0.000 _base.py:855(<genexpr>)
     1797    0.000    0.000    0.000    0.000 {built-in method _abc.get_cache_token}
      106    0.000    0.000    0.000    0.000 typeinfer.py:1385(<listcomp>)
      426    0.000    0.000    0.013    0.000 rcsetup.py:332(validate_color)
     1404    0.000    0.000    0.001    0.000 os.py:698(__iter__)
     1236    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(find_spec)
       77    0.000    0.000    0.004    0.000 _base.py:2578(_process_unit_info)
       48    0.000    0.000    0.001    0.000 _base.py:4408(get_children)
      226    0.000    0.000    0.009    0.000 containers.py:144(from_types)
       16    0.000    0.000    0.002    0.000 ir_utils.py:1172(find_topo_order)
      945    0.000    0.000    0.000    0.000 compiler_machinery.py:68(analysis)
       76    0.000    0.000    0.001    0.000 __init__.py:1366(_fixupParents)
       18    0.000    0.000    0.006    0.000 axis.py:1538(get_minorticklocs)
     1589    0.000    0.000    0.000    0.000 misc.py:108(key)
     3829    0.000    0.000    0.000    0.000 abstract.py:158(is_precise)
      149    0.000    0.000    0.002    0.000 markers.py:250(_recache)
     4242    0.000    0.000    0.000    0.000 ffi.py:353(_dispose)
     1029    0.000    0.000    0.001    0.000 backend_bases.py:945(get_hatch_path)
      393    0.000    0.000    0.001    0.000 utils.py:464(bit_length)
     2414    0.000    0.000    0.000    0.000 value.py:125(is_global)
     1256    0.000    0.000    0.001    0.000 ir.py:1190(get_exact)
      379    0.000    0.000    0.006    0.000 interpreter.py:2232(_op_LOAD_FAST)
      153    0.000    0.000    0.001    0.000 functions.py:521(__init__)
        1    0.000    0.000    0.015    0.015 pyparsing.py:1(<module>)
      342    0.000    0.000    0.001    0.000 lines.py:1276(set_xdata)
       35    0.000    0.000    0.001    0.000 targetconfig.py:258(_summary_args)
       84    0.000    0.000    0.004    0.000 font_manager.py:1586(get_font)
      102    0.000    0.000    0.008    0.000 npyimpl.py:303(_prepare_argument)
     1946    0.000    0.000    0.000    0.000 ir_utils.py:1569(require)
       50    0.000    0.000    0.001    0.000 collections.py:811(_set_edgecolor)
      933    0.000    0.000    0.001    0.000 common.py:4(_encode_string)
  132/116    0.000    0.000    0.001    0.000 spines.py:340(get_spine_transform)
      409    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       50    0.000    0.000    0.014    0.000 callconv.py:397(set_static_user_exc)
      260    0.000    0.000    0.001    0.000 instructions.py:237(descr)
       35    0.000    0.000    0.000    0.000 array_exprs.py:26(__init__)
      148    0.000    0.000    0.003    0.000 old_numbers.py:1256(literal_int_to_number)
      166    0.000    0.000    0.003    0.000 interpreter.py:2839(_binop)
     1315    0.000    0.000    0.000    0.000 values.py:1160(is_terminated)
        3    0.000    0.000    0.146    0.049 crs.py:2395(__init__)
      568    0.000    0.000    0.008    0.000 crs.py:1593(__eq__)
      509    0.000    0.000    0.001    0.000 lowering.py:1500(getvar)
      761    0.000    0.000    0.014    0.000 ffi.py:275(__exit__)
       76    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.001    0.001 __init__.py:842(copy)
        7    0.000    0.000    0.064    0.009 crs.py:43(_get_transformer_from_crs)
      292    0.000    0.000    0.015    0.000 fromnumeric.py:2611(all)
       54    0.000    0.000    0.002    0.000 transforms.py:460(transformed)
      117    0.000    0.000    0.001    0.000 byteflow.py:2144(adapt_state_infos)
      117    0.000    0.000    0.001    0.000 interpreter.py:1542(_start_new_block)
       77    0.000    0.000    0.001    0.000 __init__.py:1435(__init__)
      400    0.000    0.000    0.001    0.000 _base.py:572(<dictcomp>)
       35    0.000    0.000    0.000    0.000 typeinfer.py:948(__init__)
       78    0.000    0.000    0.002    0.000 transforms.py:1108(get_points)
      868    0.000    0.000    0.001    0.000 byteflow.py:1800(__hash__)
       94    0.000    0.000    0.004    0.000 typed_passes.py:678(_get_attr_info)
      319    0.000    0.000    0.011    0.000 extending.py:157(wrap)
      422    0.000    0.000    0.001    0.000 base.py:1150(add_linking_libs)
      341    0.000    0.000    0.008    0.000 transforms.py:314(yield_loops_with_multiple_backedges)
      100    0.000    0.000    0.006    0.000 npyimpl.py:69(__init__)
       17    0.000    0.000    0.000    0.000 _backend_pdf_ps.py:109(track)
      816    0.000    0.000    0.001    0.000 templates.py:127(as_function)
   109/98    0.000    0.000    0.023    0.000 consts.py:73(_infer_expr)
      183    0.000    0.000    0.002    0.000 typing.py:253(_deduplicate)
      667    0.000    0.000    0.001    0.000 __init__.py:1339(is_interactive)
       42    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
   274/19    0.000    0.000    0.001    0.000 ast.py:420(generic_visit)
      196    0.000    0.000    0.011    0.000 typeinfer.py:1493(typeof_const)
      104    0.000    0.000    0.005    0.000 base.py:431(insert_const_string)
      760    0.000    0.000    0.002    0.000 values.py:1114(add_attribute)
     2415    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.002    0.002 pkgutil.py:505(extend_path)
      142    0.000    0.000    0.003    0.000 typing.py:267(_remove_dups_flatten)
      138    0.000    0.000    0.000    0.000 transforms.py:2917(_interval_contains_close)
      715    0.000    0.000    0.026    0.000 context.py:378(incref)
      146    0.000    0.000    0.016    0.000 static_getitem.py:13(match)
      504    0.000    0.000    0.001    0.000 weakref.py:348(__new__)
     1100    0.000    0.000    0.001    0.000 transforms.py:1773(__array__)
      974    0.000    0.000    0.001    0.000 backend_bases.py:290(_iter_collection_raw_paths)
        8    0.000    0.000    0.026    0.003 _base.py:2313(add_collection)
     1936    0.000    0.000    0.000    0.000 typing.py:1022(<genexpr>)
      105    0.000    0.000    0.001    0.000 enum.py:626(_find_new_)
      331    0.000    0.000    0.004    0.000 cgutils.py:435(add_global_variable)
    62/35    0.000    0.000    0.001    0.000 ssa.py:410(_find_def_from_top)
      400    0.000    0.000    0.001    0.000 _base.py:569(_axis_map)
       24    0.000    0.000    0.001    0.000 _arraysetops_impl.py:344(_unique1d)
     1618    0.000    0.000    0.000    0.000 controlflow.py:604(<listcomp>)
     1431    0.000    0.000    0.000    0.000 sre_parse.py:169(__setitem__)
      208    0.000    0.000    0.001    0.000 sre_parse.py:268(getuntil)
       76    0.000    0.000    0.001    0.000 instructions.py:602(descr)
       35    0.000    0.000    0.002    0.000 typed_passes.py:193(run_pass)
      164    0.000    0.000    0.001    0.000 cbook.py:1695(_safe_first_finite)
        9    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
      642    0.000    0.000    0.013    0.000 colors.py:223(is_color_like)
       76    0.000    0.000    0.001    0.000 dataclasses.py:722(_get_field)
     1332    0.000    0.000    0.000    0.000 byteflow.py:52(__init__)
     1146    0.000    0.000    0.000    0.000 coords.py:20(__init__)
       55    0.000    0.000    0.007    0.000 transforms.py:1418(__sub__)
      268    0.000    0.000    0.004    0.000 contextlib.py:482(enter_context)
      282    0.000    0.000    0.001    0.000 old_builtins.py:604(generic)
      340    0.000    0.000    0.001    0.000 inspect.py:2721(__str__)
      128    0.000    0.000    0.008    0.000 lowering.py:846(fold_call_args)
      122    0.000    0.000    0.005    0.000 extending.py:435(_intrinsic)
      393    0.000    0.000    0.001    0.000 typeof.py:128(_typeof_int)
      157    0.000    0.000    0.005    0.000 __init__.py:934(_normalized_name)
     1527    0.000    0.000    0.000    0.000 polygon.py:91(<listcomp>)
      406    0.000    0.000    0.000    0.000 types.py:549(_to_string)
        1    0.000    0.000    0.015    0.015 image.py:1430(imread)
      105    0.000    0.000    0.002    0.000 enum.py:165(__prepare__)
      600    0.000    0.000    0.000    0.000 cycler.py:239(__iter__)
       70    0.000    0.000    0.002    0.000 base.py:341(subtarget)
      227    0.000    0.000    0.004    0.000 base.py:451(insert_unique_const)
     1008    0.000    0.000    0.000    0.000 types.py:181(gep)
       14    0.000    0.000    0.006    0.000 collections.py:78(__init__)
      201    0.000    0.000    0.007    0.000 arrayobj.py:56(mark_positive)
     1074    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     1239    0.000    0.000    0.000    0.000 transforms.py:1039(get_points)
      315    0.000    0.000    0.001    0.000 module.py:215(__init__)
       37    0.000    0.000    0.009    0.000 funcdesc.py:38(__init__)
      325    0.000    0.000    0.001    0.000 __init__.py:108(read)
      421    0.000    0.000    0.000    0.000 sre_parse.py:928(fix_flags)
     1012    0.000    0.000    0.000    0.000 controlflow.py:134(set_entry_point)
      138    0.000    0.000    0.006    0.000 passmanagers.py:111(_dispose)
       17    0.000    0.000    0.001    0.000 cbook.py:800(__init__)
      168    0.000    0.000    0.002    0.000 builder.py:629(select)
      237    0.000    0.000    0.001    0.000 cbook.py:1324(is_math_text)
      591    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
    45/12    0.000    0.000    0.002    0.000 typing.py:1046(__getitem__)
      593    0.000    0.000    0.001    0.000 analysis.py:621(rewrite_tuple_len)
      425    0.000    0.000    0.002    0.000 {method 'all' of 'numpy.ndarray' objects}
      120    0.000    0.000    0.000    0.000 bezier.py:203(<listcomp>)
       25    0.000    0.000    0.000    0.000 {built-in method unicodedata.name}
  455/413    0.000    0.000    0.008    0.000 _base.py:865(viewLim)
      227    0.000    0.000    0.001    0.000 context.py:19(__init__)
      151    0.000    0.000    0.000    0.000 inline_closurecall.py:192(_inline_stencil)
      467    0.000    0.000    0.011    0.000 shapefile.py:1464(iterShapes)
      389    0.000    0.000    0.001    0.000 sre_parse.py:433(_uniq)
      205    0.000    0.000    0.004    0.000 pathlib.py:589(_from_parts)
      421    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      226    0.000    0.000    0.001    0.000 containers.py:128(is_homogeneous)
        8    0.000    0.000    0.043    0.005 callwrapper.py:126(build_wrapper)
      384    0.000    0.000    0.001    0.000 fromnumeric.py:1913(ravel)
       39    0.000    0.000    0.003    0.000 ssa.py:101(_iterated_domfronts)
      447    0.000    0.000    0.005    0.000 old_models.py:97(traverse_models)
      159    0.000    0.000    0.017    0.000 path.py:470(cleaned)
      118    0.000    0.000    0.001    0.000 templates.py:61(replace)
      360    0.000    0.000    0.003    0.000 typing.py:947(__init__)
      174    0.000    0.000    0.006    0.000 arraydecl.py:211(generic)
      572    0.000    0.000    0.002    0.000 ttFont.py:962(_escapechar)
      380    0.000    0.000    0.009    0.000 controlflow.py:272(loops)
      158    0.000    0.000    0.012    0.000 _itertools.py:4(unique_everseen)
      193    0.000    0.000    0.002    0.000 builder.py:160(wrapped)
       86    0.000    0.000    0.390    0.005 text.py:104(__init__)
      500    0.000    0.000    0.001    0.000 _utils.py:76(<listcomp>)
      371    0.000    0.000    0.001    0.000 functions.py:274(get_impl_key)
       13    0.000    0.000    0.001    0.000 enum.py:553(<listcomp>)
      859    0.000    0.000    0.000    0.000 types.py:375(__eq__)
       25    0.000    0.000    0.004    0.000 typing.py:2267(__new__)
       24    0.000    0.000    0.006    0.000 axis.py:2821(get_tick_space)
       26    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.convert_path_to_polygons}
      255    0.000    0.000    0.003    0.000 builder.py:858(ret)
       81    0.000    0.000    0.022    0.000 lowering.py:1608(alloca_lltype)
       78    0.000    0.000    0.001    0.000 artist.py:1167(update_from)
        4    0.000    0.000    0.134    0.033 ir_utils.py:1790(get_ir_of_code)
       36    0.000    0.000    0.047    0.001 codegen.py:1095(_load_defined_symbols)
        8    0.000    0.000    0.031    0.004 __init__.py:284(geometries)
     1168    0.000    0.000    0.000    0.000 byteflow.py:1906(push)
      963    0.000    0.000    0.001    0.000 packer.py:137(<genexpr>)
       87    0.000    0.000    0.001    0.000 lines.py:1144(set_linestyle)
      114    0.000    0.000    0.001    0.000 sre_compile.py:435(_mk_bitmap)
      191    0.000    0.000    0.007    0.000 cgutils.py:173(__setitem__)
      142    0.000    0.000    0.000    0.000 byteflow.py:1757(__init__)
       66    0.000    0.000    0.145    0.002 codegen.py:740(add_llvm_module)
     2458    0.000    0.000    0.000    0.000 debuginfo.py:70(mark_location)
     1392    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
      102    0.000    0.000    0.002    0.000 byteflow.py:1222(op_CALL_FUNCTION)
        4    0.000    0.000    0.478    0.120 figure.py:644(add_subplot)
       91    0.000    0.000    0.007    0.000 packer.py:87(as_arguments)
       39    0.000    0.000    0.001    0.000 byteflow.py:196(_build_cfg)
       35    0.000    0.000    0.006    0.000 removerefctpass.py:37(_legalize)
      384    0.000    0.000    0.000    0.000 pathlib.py:608(_format_parsed_parts)
       41    0.000    0.000    0.000    0.000 cloudpickle.py:1270(__init__)
  807/806    0.000    0.000    0.002    0.000 context.py:678(unify_pairs)
      568    0.000    0.000    0.018    0.000 artist.py:1226(_internal_update)
        8    0.000    0.000   11.667    1.458 figure.py:3237(draw)
     1077    0.000    0.000    0.000    0.000 _docscrape.py:64(eof)
      248    0.000    0.000    0.031    0.000 ir.py:101(_get_path)
      208    0.000    0.000    0.001    0.000 _linalg.py:148(_commonType)
     1157    0.000    0.000    0.001    0.000 byteflow.py:1910(pop)
     1067    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       36    0.000    0.000    0.287    0.008 codegen.py:1004(_finalize_specific)
     35/3    0.000    0.000    3.586    1.195 compiler.py:433(compile_extra)
      325    0.000    0.000    0.002    0.000 __init__.py:102(<genexpr>)
       18    0.000    0.000    0.001    0.000 ticker.py:817(_set_format)
     1098    0.000    0.000    0.000    0.000 ufunc_db.py:20(_lazy_init_db)
       78    0.000    0.000    0.001    0.000 transforms.py:616(translated)
