Test run for 90 minutes of runtime, approximately one full orbit for most LEO sats.

CPU

	11th Gen Intel(R) Core(TM) i3-1115G4 @ 3.00GHz

	Base speed:	3.00 GHz
	Sockets:	1
	Cores:	2
	Logical processors:	4
	Virtualization:	Enabled
	L1 cache:	160 KB
	L2 cache:	2.5 MB
	L3 cache:	6.0 MB

Total sats: 16978
TIME 0.0
TIME 0.1
...
TIME 5399.800000002113
TIME 5399.900000002113

         961071828 function calls (960701551 primitive calls) in 3883.942 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1 2913.363 2913.363 3883.947 3883.947 satEvol.py:1(<module>)
        1    0.000    0.000    0.145    0.145 _backend_pdf_ps.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _compressed.py:1(<module>)
        1    0.000    0.000    0.001    0.001 rangeobj.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
       32    0.000    0.000    0.000    0.000 cgutils.py:208(_getvalue)
        4    0.000    0.000    0.000    0.000 extras.py:309(<listcomp>)
        9    0.000    0.000    0.000    0.000 byteflow.py:993(op_RAISE_VARARGS)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sched_getaffinity}
        3    0.000    0.000    0.000    0.000 Image.py:505(_new)
        6    0.000    0.000    0.131    0.022 templates.py:1083(_get_signature)
       12    0.000    0.000    0.000    0.000 old_builtins.py:584(generic)
       22    0.000    0.000    0.000    0.000 decorators.py:16(__call__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array_exprs.py:144(_handle_matches)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1173(_ip_int_from_string)
        1    0.000    0.000    0.001    0.001 img_transform.py:199(_determine_bounds)
      187    0.000    0.000    0.000    0.000 cgutils.py:234(_cast_member_from_value)
        4    0.000    0.000    0.000    0.000 {method 'utcoffset' of 'datetime.datetime' objects}
      107    0.000    0.000    0.000    0.000 registry.py:5(register)
       12    0.000    0.000    0.020    0.002 axis.py:1339(_get_ticklabel_bboxes)
       42    0.000    0.000    0.000    0.000 _docscrape.py:458(<listcomp>)
       52    0.000    0.000    0.000    0.000 transforms.py:1024(minposy)
       39    0.000    0.000    0.000    0.000 {method 'co_lines' of 'code' objects}
       28    0.000    0.000    0.000    0.000 codegen.py:620(enable_object_caching)
        3    0.000    0.000    0.023    0.008 trace.pyx:121(init)
        1    0.000    0.000    0.000    0.000 externals.py:124(_do_install)
        9    0.000    0.000    0.000    0.000 __init__.py:76(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:505(chunk_pHYs)
       50    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       43    0.000    0.000    0.000    0.000 ir.py:890(__str__)
      127    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        6    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:387(nanmax)
       14    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BytesIO' objects}
       24    0.000    0.000    0.000    0.000 inspect.py:2749(__eq__)
       30    0.000    0.000    0.000    0.000 pythonapi.py:1310(alloca_obj)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
       39    0.000    0.000    0.000    0.000 controlflow.py:223(_in_loops)
       46    0.000    0.000    0.000    0.000 crs.py:1283(x_limits)
       62    0.000    0.000    0.000    0.000 base.py:863(<genexpr>)
        1    0.000    0.000    0.001    0.001 case.py:1(<module>)
        4    0.000    0.000    0.000    0.000 templates.py:108(as_method)
       36    0.000    0.000    0.000    0.000 parfor.py:747(has_setup)
        1    0.000    0.000    0.000    0.000 npytypes.py:1(<module>)
       12    0.000    0.000    0.003    0.000 pyparsing.py:1901(parseString)
       44    0.000    0.000    0.000    0.000 functions.py:373(key)
       35    0.000    0.000    0.000    0.000 typeinfer.py:141(__init__)
      183    0.000    0.000    0.000    0.000 old_models.py:350(get_nrt_meminfo)
       74    0.000    0.000    0.000    0.000 inspect.py:404(isbuiltin)
        1    0.000    0.000    0.002    0.002 split.py:1(<module>)
       51    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
       74    0.000    0.000    0.000    0.000 inspect.py:209(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        1    0.000    0.000    0.022    0.022 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       10    0.000    0.000    0.000    0.000 zipfile.py:348(__init__)
        6    0.000    0.000    0.000    0.000 ticker.py:21(__init__)
       12    0.000    0.000    0.000    0.000 _nanfunctions_impl.py:248(_nanmin_dispatcher)
        1    0.000    0.000    0.005    0.005 __init__.py:245(_check_versions)
       16    0.000    0.000    0.000    0.000 arraydecl.py:569(resolve_type)
       95    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.000    0.000 stencilparfor.py:1(<module>)
        4    0.000    0.000    0.001    0.000 quicksort.py:27(make_quicksort_impl)
       88    0.000    0.000    0.000    0.000 decorators.py:14(<genexpr>)
        9    0.000    0.000    0.000    0.000 interpreter.py:3204(op_RAISE_VARARGS)
        4    0.000    0.000    0.001    0.000 backend_bases.py:3503(new_figure_manager_given_figure)
        7    0.000    0.000    0.002    0.000 templates.py:1059(_init_once)
        4    0.000    0.000    0.003    0.001 geoaxes.py:689(add_feature)
       96    0.000    0.000    0.000    0.000 _type_check_impl.py:84(real)
       15    0.000    0.000    0.000    0.000 axis.py:450(_get_text1_transform)
       20    0.000    0.000    0.000    0.000 spines.py:135(get_patch_transform)
     26/7    0.000    0.000    0.000    0.000 pyparsing.py:4485(streamline)
      103    0.000    0.000    0.000    0.000 byteflow.py:2049(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dictdecl.py:1(<module>)
      199    0.000    0.000    0.000    0.000 ssa.py:316(on_other)
       12    0.000    0.000    0.000    0.000 old_builtins.py:820(typer)
       16    0.000    0.000    0.000    0.000 cga.py:15(is_ccw_impl)
    27/12    0.000    0.000    0.000    0.000 transforms.py:2399(<lambda>)
        9    0.000    0.000    0.000    0.000 PngImagePlugin.py:522(chunk_tEXt)
        1    0.000    0.000    0.001    0.001 image.py:909(set_extent)
        1    0.000    0.000    0.011    0.011 _utils_impl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _fontconfig_pattern.py:55(_make_fontconfig_parser)
        1    0.000    0.000    0.000    0.000 yacc.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:3029(_hash_basis)
        6    0.000    0.000    0.000    0.000 ticker.py:708(get_offset)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        3    0.000    0.000    0.001    0.000 geoaxes.py:230(set_boundary)
        1    0.000    0.000    0.000    0.000 core.py:6726(MaskedConstant)
        1    0.000    0.000    0.000    0.000 fileinput.py:171(FileInput)
        7    0.000    0.000    0.000    0.000 old_models.py:740(__init__)
       21    0.000    0.000    0.000    0.000 array_exprs.py:15(_is_ufunc)
        2    0.000    0.000    0.000    0.000 core.py:310(_scalar_fill_value)
       70    0.000    0.000    0.000    0.000 inline_closurecall.py:359(<listcomp>)
        1    0.000    0.000    0.000    0.000 geoaxes.py:354(GeoAxes)
       17    0.000    0.000    0.000    0.000 dataclasses.py:572(<listcomp>)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        3    0.000    0.000    0.027    0.009 geoaxes.py:1672(scatter)
        1    0.000    0.000    0.000    0.000 {method 'in_dll' of '_ctypes.UnionType' objects}
       12    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
      112    0.000    0.000    0.000    0.000 text.py:317(get_rotation_mode)
        3    0.000    0.000    0.000    0.000 _docscrape.py:290(_parse_see_also)
        6    0.000    0.000    0.000    0.000 byteflow.py:1401(op_BUILD_TUPLE)
       42    0.000    0.000    0.000    0.000 npyimpl.py:469(_unpack_output_values)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1808(__init__)
        1    0.000    0.000    0.001    0.001 fft.py:1(<module>)
       26    0.000    0.000    0.000    0.000 transforms.py:1710(__eq__)
        8    0.000    0.000    0.000    0.000 callwrapper.py:129(<listcomp>)
       63    0.000    0.000    0.000    0.000 dataclasses.py:602(<genexpr>)
        3    0.000    0.000    0.000    0.000 _codata.py:478(exact2006)
        2    0.000    0.000    0.010    0.005 colorizer.py:120(to_rgba)
       16    0.000    0.000    0.000    0.000 old_models.py:535(<listcomp>)
       32    0.000    0.000    0.000    0.000 cbook.py:564(is_scalar_or_string)
        4    0.000    0.000    0.000    0.000 ir_utils.py:1767(_create_function_from_code_obj)
        1    0.000    0.000    0.001    0.001 decimal.py:1(<module>)
        4    0.000    0.000    0.000    0.000 backend_pdf.py:1520(writeExtGSTates)
        1    0.000    0.000    0.000    0.000 axis3d.py:38(Axis)
        1    0.000    0.000    0.001    0.001 _cf1x8.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:110(get_projection_class)
       41    0.000    0.000    0.000    0.000 cloudpickle.py:209(_whichmodule)
        1    0.000    0.000    0.005    0.005 _testutils.py:1(<module>)
      106    0.000    0.000    0.000    0.000 lowering.py:149(pre_block)
       59    0.000    0.000    0.000    0.000 npyimpl.py:80(create_iter_indices)
       25    0.000    0.000    0.000    0.000 pyparsing.py:4841(__init__)
        1    0.000    0.000    0.000    0.000 kdtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type1font.py:780(<dictcomp>)
        7    0.000    0.000    0.000    0.000 zipfile.py:2263(_name_set)
      106    0.000    0.000    0.000    0.000 ir.py:1030(infer_constant)
      149    0.000    0.000    0.000    0.000 cycler.py:227(<genexpr>)
        8    0.000    0.000    0.000    0.000 rcsetup.py:223(_validate_marker)
       16    0.000    0.000    0.000    0.000 removerefctpass.py:15(__init__)
        2    0.000    0.000    0.001    0.000 analysis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgutil.py:1(<module>)
       72    0.000    0.000    0.000    0.000 multiarray.py:363(where)
        8    0.000    0.000    0.000    0.000 feature_artist.py:46(_freeze)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1555(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
       16    0.000    0.000    0.000    0.000 ir.py:1066(__init__)
       12    0.000    0.000    0.001    0.000 version.py:43(parse)
        1    0.000    0.000    0.001    0.001 charset.py:1(<module>)
       12    0.000    0.000    0.000    0.000 typing.py:1194(__getitem__)
       42    0.000    0.000    0.000    0.000 npyimpl.py:522(<listcomp>)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
       10    0.000    0.000    0.000    0.000 transformer.py:308(__init__)
        3    0.000    0.000    0.000    0.000 trace.pyx:116(__cinit__)
        1    0.000    0.000    0.000    0.000 type_annotations.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
       16    0.000    0.000    0.000    0.000 Image.py:501(size)
        1    0.000    0.000    0.415    0.415 KeplerTools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pointPen.py:31(AbstractPointPen)
        3    0.000    0.000    0.002    0.001 geoaxes.py:1519(_gen_axes_spines)
        5    0.000    0.000    0.000    0.000 extending.py:39(decorate)
        1    0.000    0.000    0.107    0.107 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:465(Image)
        1    0.000    0.000    0.009    0.009 message.py:1(<module>)
        1    0.000    0.000    0.001    0.001 old_tupleobj.py:291(getitem_unituple)
        5    0.000    0.000    0.004    0.001 base.py:737(is_true)
       90    0.000    0.000    0.000    0.000 axis.py:827(_set_autoscale_on)
       78    0.000    0.000    0.000    0.000 _internal.py:904(<genexpr>)
        2    0.000    0.000    0.000    0.000 shapefile.py:1201(load_shp)
        1    0.000    0.000    0.000    0.000 {method 'keys' of 'collections.OrderedDict' objects}
      174    0.000    0.000    0.000    0.000 font_manager.py:1222(score_variant)
        2    0.000    0.000    0.000    0.000 Image.py:2878(new)
        1    0.000    0.000    0.011    0.011 format.py:1(<module>)
      145    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
      101    0.000    0.000    0.000    0.000 pyparsing.py:2551(streamline)
        1    0.000    0.000    0.000    0.000 setdecl.py:1(<module>)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1187(_process)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4236(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:61(_spbase)
        1    0.000    0.000    0.000    0.000 text.py:80(Text)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
       12    0.000    0.000    0.000    0.000 functools.py:651(cache)
        8    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        5    0.000    0.000    0.000    0.000 crs.py:757(_determine_longitude_bounds)
       87    0.000    0.000    0.000    0.000 markers.py:449(_set_nothing)
       11    0.000    0.000    0.001    0.000 mathimpl.py:131(float_impl)
        2    0.000    0.000    0.000    0.000 shapefile.py:1383(__shxHeader)
       34    0.000    0.000    0.000    0.000 ir_utils.py:470(<listcomp>)
       82    0.000    0.000    0.000    0.000 npydecl.py:88(ufunc)
        2    0.000    0.000    0.000    0.000 Image.py:372(_getdecoder)
       16    0.000    0.000    0.001    0.000 dataclasses.py:623(_cmp_fn)
       17    0.000    0.000    0.000    0.000 image.py:140(flush_images)
       30    0.000    0.000    0.000    0.000 old_mathimpl.py:123(unary_math_int_impl)
        6    0.000    0.000    0.000    0.000 byteflow.py:1392(op_UNPACK_SEQUENCE)
        1    0.000    0.000    0.000    0.000 dviread.py:202(Dvi)
        2    0.000    0.000    0.000    0.000 enum.py:851(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 event.py:1(<module>)
       24    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:778(exec_module)
       39    0.000    0.000    0.000    0.000 functools.py:421(_unwrap_partial)
      138    0.000    0.000    0.000    0.000 axis.py:264(get_loc)
       44    0.000    0.000    0.000    0.000 crs.py:2133(x_limits)
       29    0.000    0.000    0.000    0.000 module.py:159(<listcomp>)
       32    0.000    0.000    0.000    0.000 pythonapi.py:1339(get_null_object)
      7/1    0.000    0.000    0.000    0.000 array_exprs.py:266(_arr_expr_to_ast)
       49    0.000    0.000    0.000    0.000 backend_pdf.py:2500(linewidth_cmd)
        8    0.000    0.000    0.000    0.000 ir.py:761(__str__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1147(_make_netmask)
       30    0.000    0.000    0.000    0.000 pyparsing.py:5098(__init__)
       24    0.000    0.000    0.001    0.000 context.py:322(resolve_static_setitem)
        1    0.000    0.000    0.000    0.000 table_builder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 PpmImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        2    0.000    0.000    0.002    0.001 dataclasses.py:1333(make_dataclass)
        2    0.000    0.000    0.000    0.000 __init__.py:1328(buildOperatorDict)
       17    0.000    0.000    0.000    0.000 backend_pdf.py:2178(_setup_textpos)
        3    0.000    0.000    0.005    0.002 patches.py:2293(__init_subclass__)
       23    0.000    0.000    0.000    0.000 overrides.py:177(decorator)
      144    0.000    0.000    0.000    0.000 _shape_base_impl.py:750(_array_split_dispatcher)
       18    0.000    0.000    0.000    0.000 axis.py:1681(get_minor_ticks)
        1    0.000    0.000    0.000    0.000 itanium_mangler.py:1(<module>)
       54    0.000    0.000    0.000    0.000 imputils.py:103(decorate)
       16    0.000    0.000    0.000    0.000 figure.py:162(<genexpr>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:1(<module>)
        4    0.000    0.000    0.000    0.000 pythonapi.py:1288(nrt_adapt_ndarray_from_python)
      104    0.000    0.000    0.000    0.000 scale.py:78(limit_range_for_scale)
       36    0.000    0.000    0.000    0.000 ir.py:1323(clear)
        2    0.000    0.000    0.000    0.000 __init__.py:1390(_fixupChildren)
        2    0.000    0.000    0.001    0.000 scanner.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _logsumexp.py:1(<module>)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 ssa.py:1(<module>)
        2    0.000    0.000    0.004    0.002 listobj.py:510(getitem_list)
      128    0.000    0.000    0.000    0.000 ir.py:770(get_targets)
       72    0.000    0.000    0.000    0.000 codegen.py:553(name)
       30    0.000    0.000    0.000    0.000 funcdesc.py:108(llvm_func_name)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        3    0.000    0.000    0.005    0.002 common.py:1(<module>)
       55    0.000    0.000    0.000    0.000 _docscrape.py:403(<genexpr>)
        2    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f5ed9fc1900}
       13    0.000    0.000    0.000    0.000 byteflow.py:1184(op_STORE_SUBSCR)
       32    0.000    0.000    0.000    0.000 colors.py:206(_sanitize_extrema)
        1    0.000    0.000    0.000    0.000 _basic.py:32(<dictcomp>)
       16    0.000    0.000    0.000    0.000 rcsetup.py:96(_listify_validator)
        6    0.000    0.000    0.004    0.001 geoaxes.py:244(draw)
        1    0.000    0.000    0.000    0.000 function_base.py:1(<module>)
        7    0.000    0.000    0.000    0.000 visitor.py:16(wrapper)
       80    0.000    0.000    0.000    0.000 artist.py:661(get_sketch_params)
    66/34    0.000    0.000    0.000    0.000 functools.py:723(<listcomp>)
       47    0.000    0.000    0.000    0.000 typeconv.py:63(set_safe_convert)
        7    0.000    0.000    0.000    0.000 numpy_support.py:730(type_can_asarray)
        6    0.000    0.000    0.005    0.001 geoaxes.py:274(draw)
       68    0.000    0.000    0.000    0.000 traceback.py:309(walk_stack)
        1    0.000    0.000    0.000    0.000 lex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:14(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:323(<listcomp>)
        1    0.000    0.000    0.000    0.000 yacc.py:1473(Grammar)
       78    0.000    0.000    0.000    0.000 pyparsing.py:1777(get)
       19    0.000    0.000    0.000    0.000 cycler.py:474(_cycler)
       22    0.000    0.000    0.000    0.000 transforms.py:2779(get_transformed_points_and_affine)
       74    0.000    0.000    0.000    0.000 fromnumeric.py:3567(_ndim_dispatcher)
        5    0.000    0.000    0.000    0.000 abstract.py:253(unify)
        1    0.000    0.000    0.000    0.000 orcjit.py:1(<module>)
        4    0.000    0.000    0.000    0.000 backend_mixed.py:16(__init__)
        1    0.000    0.000    0.000    0.000 polynomial_functions.py:1(<module>)
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.001    0.001 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1173(Pickler)
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
       17    0.000    0.000    0.000    0.000 inspect.py:2746(__hash__)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 __init__.py:2953(Options)
        1    0.000    0.000    0.000    0.000 values.py:84(_ConstOpMixin)
       27    0.000    0.000    0.000    0.000 typeinfer.py:538(_is_array_not_precise)
       62    0.000    0.000    0.000    0.000 patches.py:2372(_register_style)
       17    0.000    0.000    0.000    0.000 ir.py:633(__repr__)
       17    0.000    0.000    0.000    0.000 dataclasses.py:1014(<listcomp>)
       96    0.000    0.000    0.000    0.000 typing.py:1074(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:216(<listcomp>)
       14    0.000    0.000    0.000    0.000 axis.py:392(_get_text2_transform)
       10    0.000    0.000    0.000    0.000 zipfile.py:466(_decodeExtra)
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6752(refer_to_array_attribute)
       20    0.000    0.000    0.000    0.000 old_builtins.py:140(choose_result_bitwidth)
        1    0.000    0.000    0.000    0.000 removerefctpass.py:1(<module>)
        1    0.000    0.000    0.000    0.000 abstract.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _cm_multivar.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:722(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.FileIO' objects}
        3    0.000    0.000    0.028    0.009 crs.py:794(_as_mpl_axes)
        2    0.000    0.000    0.049    0.024 __init__.py:340(__init__)
        1    0.000    0.000    0.002    0.002 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _base.py:2514(_unit_change_handler)
       10    0.000    0.000    0.000    0.000 feature_artist.py:132(set_facecolor)
       16    0.000    0.000    0.000    0.000 _base.py:3055(<genexpr>)
        1    0.000    0.000    0.001    0.001 old_scalars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:354(<listcomp>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        1    0.000    0.000    0.000    0.000 compiler.py:42(Flags)
      190    0.000    0.000    0.000    0.000 contextlib.py:423(__enter__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:103(dtype_from_ctypes_type)
       35    0.000    0.000    0.000    0.000 module.py:110(get_named_metadata)
       90    0.000    0.000    0.000    0.000 targets.py:70(<genexpr>)
        1    0.000    0.000    0.000    0.000 ttCollection.py:1(<module>)
       30    0.000    0.000    0.000    0.000 types.py:362(_format_double)
        7    0.000    0.000    0.000    0.000 old_numbers.py:359(int_ne_impl)
        3    0.000    0.000    0.000    0.000 zipfile.py:743(read)
      128    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       42    0.000    0.000    0.000    0.000 _docscrape.py:457(_str_indent)
       25    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        9    0.000    0.000    0.000    0.000 typing.py:1107(__mro_entries__)
       17    0.000    0.000    0.000    0.000 dataclasses.py:591(<listcomp>)
       24    0.000    0.000    0.000    0.000 core.py:817(is_string_or_list_of_strings)
        1    0.000    0.000    0.000    0.000 auxfuncs.py:929(process_f2cmap_dict)
      117    0.000    0.000    0.000    0.000 controlflow.py:284(<listcomp>)
      107    0.000    0.000    0.000    0.000 constant.py:397(<lambda>)
        7    0.000    0.000    0.000    0.000 numpy_support.py:255(select_array_wrapper)
       45    0.000    0.000    0.000    0.000 contextlib.py:446(_create_cb_wrapper)
       11    0.000    0.000    0.000    0.000 values.py:920(_to_list)
       29    0.000    0.000    0.000    0.000 pythonapi.py:102(__init__)
        2    0.000    0.000    0.001    0.001 lowering.py:1020(_lower_call_ExternalFunction)
        1    0.000    0.000    0.011    0.011 __init__.py:13(_ensure_critical_deps)
        5    0.000    0.000    0.000    0.000 cpu_options.py:74(__init__)
        1    0.000    0.000    0.000    0.000 ctypes_utils.py:1(<module>)
        2    0.000    0.000    0.002    0.001 arrayobj.py:2874(array_ctypes)
        8    0.000    0.000    0.000    0.000 backend_bases.py:1182(__init__)
       15    0.000    0.000    0.000    0.000 markers.py:762(_set_tickright)
        1    0.000    0.000    0.000    0.000 generator_core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 vector.py:1(<module>)
       70    0.000    0.000    0.000    0.000 inline_closurecall.py:328(check)
      107    0.000    0.000    0.000    0.000 controlflow.py:286(dead_nodes)
       12    0.000    0.000    0.000    0.000 backend_bases.py:2227(mpl_connect)
       14    0.000    0.000    0.000    0.000 markers.py:770(_set_tickup)
       73    0.000    0.000    0.000    0.000 ttFont.py:920(getCustomTableClass)
        3    0.000    0.000    0.000    0.000 old_numbers.py:35(int_add_impl)
       35    0.000    0.000    0.000    0.000 typing.py:371(__getattr__)
      128    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
       80    0.000    0.000    0.000    0.000 transforms.py:994(minpos)
        1    0.000    0.000    0.001    0.001 __init__.py:240(<lambda>)
        1    0.000    0.000    0.000    0.000 enumdecl.py:1(<module>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:857(<listcomp>)
       12    0.000    0.000    0.000    0.000 ir.py:642(__init__)
        8    0.000    0.000    0.000    0.000 pythonapi.py:110(__init__)
      276    0.000    0.000    0.000    0.000 pyparsing.py:5503(<lambda>)
        1    0.000    0.000    0.004    0.004 _docscrape.py:1(<module>)
       41    0.000    0.000    0.000    0.000 types.py:601(__len__)
        1    0.000    0.000    0.002    0.002 _char_codes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.002    0.002 dumper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
      126    0.000    0.000    0.000    0.000 inspect.py:3010(return_annotation)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
       62    0.000    0.000    0.000    0.000 old_models.py:503(inner_models)
       12    0.000    0.000    0.000    0.000 _mathtext_data.py:1726(<listcomp>)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2180(compress)
       64    0.000    0.000    0.000    0.000 old_scalars.py:49(__lt__)
        1    0.000    0.000    0.059    0.059 dylib.py:1(<module>)
      128    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
       30    0.000    0.000    0.000    0.000 cgutils.py:464(if_likely)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2292(__or__)
        1    0.000    0.000    0.000    0.000 dictimpl.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _csr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 byteflow.py:313(TraceRunner)
       41    0.000    0.000    0.000    0.000 _docscrape.py:85(read_to_next_unindented_line)
       86    0.000    0.000    0.000    0.000 npydecl.py:316(typing_class)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        8    0.000    0.000    0.000    0.000 axis.py:2015(set_pickradius)
       11    0.000    0.000    0.001    0.000 dataclasses.py:637(_hash_fn)
       33    0.000    0.000    0.000    0.000 transforms.py:249(y0)
        1    0.000    0.000    0.005    0.005 codegen.py:1171(__init__)
       18    0.000    0.000    0.000    0.000 npydecl.py:261(generic)
      117    0.000    0.000    0.000    0.000 byteflow.py:1833(outgoing_phis)
       75    0.000    0.000    0.000    0.000 imputils.py:425(impl_ret_new_ref)
       12    0.000    0.000    0.000    0.000 transforms.py:289(p1)
       33    0.000    0.000    0.000    0.000 typeinfer.py:222(__init__)
       20    0.000    0.000    0.000    0.000 listdecl.py:102(generic)
        2    0.000    0.000    0.002    0.001 imputils.py:333(wrapper)
        1    0.000    0.000    0.003    0.003 strtree.py:1(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
       76    0.000    0.000    0.000    0.000 containers.py:220(__len__)
        1    0.000    0.000    0.000    0.000 varStore.py:361(_Encoding)
        7    0.000    0.000    0.000    0.000 interpreter.py:2846(_inplace_binop)
        1    0.000    0.000    0.000    0.000 _n_a_m_e.py:1028(<dictcomp>)
        9    0.000    0.000    0.002    0.000 listobj.py:44(size)
        1    0.000    0.000    0.000    0.000 geod.py:115(Geod)
        1    0.000    0.000    0.001    0.001 old_tupleobj.py:157(iternext_unituple)
       13    0.000    0.000    0.000    0.000 core.py:8727(getdoc)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
        2    0.000    0.000    0.000    0.000 __init__.py:519(_get_config_or_cache_dir)
      157    0.000    0.000    0.000    0.000 rcsetup.py:70(func)
        1    0.000    0.000    0.001    0.001 _afm.py:1(<module>)
